channelID,channelName
UCgVoOBRJiPpHsLXUf6lKE7w,lovelilyhsu
UCkVSdM8LsikUvVhMjxHyn5g,KMAT6 Studios 剪剪電影
UCHoCZnnsIE0PjHuDwENnhgw,尼西數位
UC_c0CYJSu0KyRAPlCRqUc7w,8.00E+00
UCIIoteRd_UrqG5sgEe-8Iog,ATLAS Chen
UC5UpD8SVo3YO3E09Pm-Wvhw,BG講動畫
UC5ZbvucPGdURE-3UjbRr4xw,可愛懶羊羊time
UCmeQRIYR8Am51Tuv_NDxqFA,副寢室長的動漫瞎聊
UCB3csPV01XwvxZkbrLyolwg,嫚迷GirlFans
UCpr6ZXdIo8wJGaSjgnXqsRg,中信房屋
UCVBrYoCgxiXCiAXbprSMV-A,果子電影
UCKsPdC-bsj_3UfQu5skwozg,傻氣 Channel
UCw2X2QmMdJmpvy-X3pYqRCg,Winn Story ChaNNel
UC0ijU9p89Q47aFP613g59tA,Hi Xiang
UCjZuBLeX6kK23ImvnIDXbnw,Coney zombie
UCTueJiobI1hXB23opXOYhTQ,高雄市電影館
UCKniPbnV-iUb1pc8M9l_9yg,2012allinlove
UCS3x2sItR9-gNL5VSnKpPpQ,supermegaultrababe
UCquaamGzmiL4P7D5W4Pc9ag,QUN So Cute
UCJSiWeMPvql1de8AecGyxJA,AERY平價專業繪圖板-電繪教室最佳方案
UCsP4OZUMAdtwi1bPTbxgOlA,wei wei
UCLfshmsGFuPvwRzQgJ4r_VA,AkiOHO咘丁
UC2O5g7WCZAJkJVoLUSN3qEg,CHOULI YEN
UCVZre1voQdqs2BUKscN8ZHA,Amu - F
UCaSIarb0BNGUwg6fdPNzJnA,南強
UCwW5Xocu4Ckr5MBzJ7yY4rQ,Wacker Gamer
UC57YezC2wk2sh2Dn55p8wvA,阿寶動漫
UCqfNxOmU4uHtT5E3lNWnSmA,簡筆笑畫【官方頻道 歡迎訂閱】
UCL1zRGCcFNKDSBFsbvRl_Rw,BB Chiang
UCOo6fpsDIaNGITs0bpK1_Sg,信義房屋
UC9TSN69bbeLBE3hL8PHZnrw,Sir WU
UCRAUZpr3d4YQ685uHN37vHQ,死神Grim Reaper
UCg5qdh_pQI9k0_h7_n7p7RA,English Island英語島雜誌
UCrHwd-USKLAEa5KxIfzp4yg,大麻煩翻譯組JackO
UCxzu_AOau-48ic5YDcgH4Kw,TWCMPC
UCnJ41_Tdf65EaM8-lfWg8Hg,國泰世華銀行
UCfkgbDqhIxvzXtC6akk4p0w,陳小智
UCvhtG6PFHI16z-irMLQ1n_A,daviltzy藍火阿勇
UCNcLknp2yuPsFny4-mQxW2A,sheer2130
UCcsYAQxjw08c8T-mxSMkMBw,donnieyennet
UCnJEWsS5agXCkqIpyHC9Grg,阿神
UC4Aclpo5YyXbKPeiZNO_uiw,DE JuN
UCNMIUvGvW35xL294jqY3cwg,舞秋風
UCwdLMfWu4X1QpbQJAEGJ1ig,老皮
UCgL6J6oL8F69vm-GcPScmwg,巧克力
UC9Hgps1Fbowo9B5l9LpSVqg,《绝地求生:刺激战场》手游攻略
UCxPNkrTa6JsmHvxBKYu4bwA,小草Yue
UCAB7g-EUHjuaAliqShDOvNg,小白
UC7SHHIlKiJs_-ORerKPL1kA,鬼鬼
UCJMjp_3XLlQJg6pPfuD4L1Q,蠢蠢
UC70PeB5nrFIxbJrpqvBkaMw,翔麟
UCtSSBoYwD-yEkhvNdH0Zy3w,蔡桃貴 蔡阿嘎二伯's Family
UCyK2vMlUppYxLi2dwuipcqQ,巢哥
UCLxgmFoME3SDRyzxeJKj4Rw,atsukiFE3
UCwdLMfWu4X1QpbQJAEGJ1ig,皮老
UC0SkNQXPJ60hKEFubOz0fDA,Dinter
UCe0J0Icrv2hGsyWWioBuStg,BuBuChaCha 傳說
UC4c-wTOqEID-_vH4MhNs06w,巴哈姆特電玩瘋
UCfa7Np1XKoc12QEfaeP0JWQ,老撕鸡
UC2h6FK5xqOIqMM9MIYOdFzg,Toyz
UCwlQXZodb95PSBix8QWLI4Q,茶杯
UCrgy9P9zXErYmq_VPfOshfQ,巧克白
UCgHUl1pwUVfrX8QotB-t2gQ,林辰Buchi
UCCqnLewexMM7LwGzqpMpPrA,Garena eSports
UCekadoaN7x7g7FlmKg13jWg,Garena 英雄聯盟
UC6DsD2j3K3nJkO0ZuGwsIUA,阿津
UCKGkddRGEejDcNPPqj9-HcQ,遊戲大聯盟
UCHNssUZfeBCj0DuwqYs9nPQ,阿謙
UC5G3hwgMUUlouYTgI_OVPuA,魯蛋的頻道
UC_8ZjJOUstueP1MeaZPdzeg,RHung阿航
UCzYhBFIlyr6BXW3niK-XQeg,狙击手麦克
UCvfdPn-CJXwnqV733NPRLYA,紅月
UCnfQv7kzO0AWxGursU1GSKg,小許
UCPRuZhEnHRXt8_aHcm-Hl3Q,歐拉
UCH2utn-hlI2kTJMfUFZNmdQ,舞秋風直播頻道
UCQTIdBx41To9Gg42aGEO0gQ,Marco體驗師
UCnqv-4Sv2ImuG860xx-Lj-Q,TXO Liang
UCvMNdfouD0DxQ8gaLhGbZ0A,DarkLiberatorZone
UCmsVtCaQNb5lvmKpYaqZJTg,江小M - SmallM ლ(⁰⊖⁰ლ)
UCZn_4OK5Y8FfxajCaX4AZ_Q,羽毛
UCjaV0KhRFhnceJ2e_fDDPew,【雙聲類】小光
UCZnAZA5-X_q9B2yOakbOcFQ,阿紅RedKai_遊戲頻道
UCCVA7KI6LABI4vUuW1l8mKA,Lobo 蘿蔔
UCw2CTp01JDHoyH-4tFX9UlA,李聽
UCm6K3TIQ_Mo5CJ-A-NZHLow,菜喳x遊戲x第2頻道
UCa2rVH7Kefp6SAFBnkgTDKQ,熊貓團團
UCH62AMbLmJy_PRI8SZS_F5A,悟訢
UCVN2-vFtLs0MgkjSjDVmNoQ,黑樂
UCjzelMo2UzgQKXdxyPD15Gg,阿杰GAME實況
UCIS2CbcHBbA_Z-PKJUWLWzA,麥卡貝精華頻道
UC9-Uhl-XwV7ruCeQ3wFtVcw,三尾木木犬
UCgnVDGH1srFzNy2Gr_ft0yA,J是好玩
UC4pbbj_-ExA7HdyfImpP7tg,Yi HSY
UCcSHu6-AbcRkTd6ihmQvKXQ,MCCHREC
UC2mXSBYpO9hFLG4GKYYhIMQ,冠冠
UCcUrfKffo1wjIZ_GMKgPEqQ,R大
UCOYTv02i7RRwQbO_EgsxD1w,菱形醬
UCV0RcLpmv9gQum7fylsoaoA,鳥鳥
UCJFN9Mo4AMR_qZ1ZB6i2N8Q,Xiake
UCEuFQXEHJ4uBnloAvW7kGwQ,阿睿
UCMDa95gVz260hQTbaHe4aKg,艾涅爾 Aner
UC8Ad-Zn781M01JwH_tqYQBQ,M.E. 魔競
UCRIWswqmU8dI7AmK6IQgYZQ,兔子阿比RabbitAbi
UCXxlznCte1pRG3ImfMSUCHQ,龜狗 SweetCamper
UCpQL1aveEwTH88LnX4YuZTA,皮弟好男人
UCv4ncn2LIuY4Esqr89k9PwQ,惡靈古堡資訊站 2058info
UCGhrToWjTjFbI3vQ8qXGb0A,少年A
UCei39vRQvOaHhjA8W0T3U_A,蓋頭鍋
UCWhjQi12t_2w2Vp80AsV2RQ,戳戳
UCL389N7dU2raGkfWtFipbIQ,魔格司
UCKN3NQc6xq4iqdxWGQvwX0g,#NAME?
UCySP0EecCxnSD42QQLQB3fw,夢想霖DreamLin
UC0OLkXQ4UZM0LLZBFzgPHQw,中二的疏雨
UC11lXc6FceyKRo-yYrnjxhw,尼根Negan
UC6bfCuwI4grG0ugSI8FjgrA,SHUEI YUE水月靜 JING
UCJICMxLdpfvH2nXPqaUmhfw,漪夢奈特emonight
UC-b5Uy3f_4n66Qul7ck_oXQ,大頭起司 Cheeseonhead
UCyMd3k7kmKplPVfm-YCbRSw,6tan VOD
UCeZ-6PDZ5o8-gQAu_U7QQZw,JACK02091
UCICR4BktFM9IXnTa-4QYEVQ,飛的輕鬆日記
UCZNDv1o3QNxJdu4mFa5cvCw,清玉KTOAO
UC6JUUTdiaEzKja0gvqYUB3g,賽巴斯汀
UCkdVh8lJBgxKWFzHA00IVlg,レモンん LemonN檸檬
UCk_nex73pH45a_IA6iKCpBA,蒼井薰
UCDylzjdgaBxC44XlQylyV0A,Puppy
UC0b3OFZOXHEHDfL7kONoH4g,Shaun
UCOdk-UWqIpSj7Rup8jkSUBA,Mr.GaMa(柑嘛)
UCrQskig9ld3uwYX4fQ3EaIA,唄彌奈Live直播(ゝ∀・)
UCJ092Rh7YAYKpDJD1YdqGRg,Alex68
UCoWl-esLvmLkh8iZzARvAJg,雀可美特
UCUsB9KTwSGgPlIARzdaKb_Q,寶可夢 臺灣
UCRdJzOsu4MwKmY04vfAIDHw,NL
UC_rVJ1_C55ELdMAYvhLVvGg,湯米Teacher
UCEyuZMAnNLowtwGpWVKP9Ew,Aza
UCTMRQXH50dqZyGVg0-2r_3A,恩麻實況
UCmlIA6mMSeGViaziRZEVv4A,小刀
UCgP8GWitVlsX3O-KR7Q-RBw,Gamer V
UClw52IPXQtKcJx_N_hh1dqA,銀雨
UCI-Mr9rOG0jY-619fbOWxPQ,DBJ ET
UCFREDjq-CjYRqQPCl7qDDzQ,虎!虎!虎!
UCYIUFDMamSoYNpyH1PkvQnA,Waiting Game Channel
UC4H1BXlBM8UdPFnw0L9potQ,高川格
UCoOtyWqgfNeXHWmt3WKN6TQ,元元
UCOBlMREhJsK1l99dAtLAl1Q,ioritree
UCCDTv4jdrvE_epuMzc4myMQ,李神LeeGod
UCQ0WszMoxHHoqlmdO6G7iVg,手機遊戲平臺X-LEGEND
UCFdJwB5CtSxVEuxvfMxGzDA,阿杰副頻道
UCTpo9ue_OJ5YsJD0N9A0kkA,Cisa J
UCRQijJcNGymP0wdPnEpnPHQ,阿miu的遊戲頻道
UC0grzMau_ZLzQtKYTonLovg,KYO
UCCiV0FmfqgLRC9zYjj1Q4IA,我愛臺灣
UC6Kbt5wJeUNDB4PVpd6noXg,迪哥闖世界
UCMfeCX1UziXX0N8QWBl9I9g,小貝的遊戲食堂
UCIOUJ9kLEqpqM9c07RLeTpw,睡大 Still_Sleepy
UC4MSRI1atcpVaivHvv0gSDg,Xleft小叮噹
UCF9s74EtaBckfZG4Em93EyA,優秀的盒子精
UCw5Rk5xoGdq48VeIfVAm0ew,大男孩解說
UCC4MIVWYhCDAVO2nXwvMQ4w,施文彬電音本舖
UC5i9o3MRXt61qofNYgxN8xA,Jin Luo
UCv8tXDsas3vgmOAYs_GXgsQ,阿加特
UCg9zPugI_hnwPIZmeRVNKOw,熊熊&方方
UC8RcbFJf3GRqhPz-ZCSeq3g,Jibaren
UC2340SN1LTnTQpSys1tdfPA,圈圈人
UCqXF5KKHziJag9HJXbxzFtQ,Final Nao
UCucf3a2E6yiqM2tT8-qe_AQ,雪戀
UCnT6oGQ7f3ElGQWvMF-zxqQ,老提督的航海日誌
UCDCNdoMWoRf6byHG5fYCm6w,#NAME?
UConlHSWiuPb4uwb1LWpTSmA,x零x
UCgm6rcr43PpCRa6GUIPVJZA,Lucio
UCg4A6qEkZL0wWIfeX2beJnQ,小寶和寶爸
UCYPSP_gJ-BcREmsDzBIaRvw,阿勒 AlayKeru
UCuqIjvqNsNyOW-ARwnwt6cw,卡約Kayo
UCMk2KBsSZe7ePQUhNlyNR1g,似秋雪QiuXue
UCleKBmkjDqN78ijd81iveUA,Gemi Bni
UCFjnyqMSTKuxzEYzOqJ-eLQ,靖哥哥
UCPV4nW8A6PlTxBZnGYCTgwg,夜雨星空/NightRain
UCgJPe_ayR836-CSz9fYH2AQ,goombaPHun
UC-5afCvuOSjt7QPEsnCk6TA,Gamamobi遊戲平臺
UC7Dgyp8WiUg2z-TCiwaJolg,ShiroJun白ちゃん
UCyZZMKRn-mUEkPzaqa9b6bg,KITSUNEKON
UC8ymR5YI_U0Q0E0UwpD0NVQ,晨兒Catherine
UCuNMi3cz8bwe6t7IJP971OA,若帆RuoFan
UCZFbcZ8jJOcp726D4A2tKEQ,Game POP
UCfOqPTGMJ5yFWBhdQENnD9w,WCPNEWS
UCSKiBCV-8bX71dKbMGzgqig,在地下城尋求邂逅是否搞錯了什麼 記憶憧憬 【中文版官方頻道】
UCrP-nEaRkpMZ5lVv3Aygr7g,SweetMiko
UCGdwwTelDR0PUG99g3TfWsA,阿良TV
UCN5vaSffX6PcZ_OZ_nZ3Uyg,Chang Nelson
UC9W5IA6EUCBB59W8M5TZ-Fg,愛倫 Live直播臺
UCrF9cchRZB0fOxqcJqKSwyA,Sandy Chang
